request-date,order-id,order-source,order-type,service-speed,order-status,last-updated-date,sku,fnsku,disposition,requested-quantity,cancelled-quantity,disposed-quantity,shipped-quantity,in-process-quantity,removal-fee,currency
2026-02-04T11:43:52+05:30,Xq246dM711,Seller-configured Automated Fulfillable Removal System,Return,Standard,Delivered,2026-02-04T21:53:58+05:30,KB0625,X002BUKUMX,Sellable,7,0,,7,0,82.6,INR
