date/time,settlement id,type,order id,Sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,product sales,shipping credits,gift wrap credits,promotional rebates,Total sales tax liable(GST before adjusting TCS),TCS-CGST,TCS-SGST,TCS-IGST,TDS (Section 194-O),selling fees,fba fees,other transaction fees,other,total,Transaction Status,Transaction Release Date,Parsed Date
10 Feb 2026 7:04:39 am UTC,26608907422,Shipping Services,408-3395266-6389112,,Easy Ship weight handling fees,,Amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-100.3,0,-100.3,Released,21 Feb 2026 6:51:26 pm UTC
10 Feb 2026 7:04:41 am UTC,26632871082,Shipping Services,407-2350138-9852301,,Easy Ship weight handling fees,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,,,,0,0,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7,Released,24 Feb 2026 6:49:06 pm UTC
10 Feb 2026 7:20:52 am UTC,26620583412,Order,407-2350138-9852301,CSG1H,TupTap Puzzle Rainbow Counting Soft Rubber Fruit Classification Fun Pairing Children's Montessori Early Education Toys  Sorting  Gift for Toddlers Pre,1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Merchant,AHMEDABAD,GUJARAT,380006,760.95,0,0,0,38.05,0,0,-3.8,0,-89.57,0,-40.12,0,665.51,Released,22 Feb 2026 7:53:52 am UTC
10 Feb 2026 7:21:07 am UTC,26608907422,Order,408-3395266-6389112,7Q-SH3C-785S,TupTap Human Body Structure Model 3D Puzzles  for 6+Year Old Kids  DIY Educational Science Project | Removable Organs Bones STEM  29 Piece Anatomy Fig,1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Merchant,NIZ HAJO,ASSAM,781104,665.71,0,0,0,33.29,0,0,-3.33,0,-70.12,0,-40.12,0,585.43,Released,21 Feb 2026 12:32:11 pm UTC
11 Feb 2026 12:36:36 am UTC,26632871082,Fulfilment Fee Refund,171-1874389-4061964,,Fulfillment Fee Refund,,Amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,,,,,0,0,0,0,0,0,0,0,0,0,120.36,0,0,120.36,Released,25 Feb 2026 2:56:38 pm UTC
11 Feb 2026 12:52:21 am UTC,26632871082,Refund,171-1874389-4061964,HBM-125,TupTap Human Body Structure Model 3D Puzzles  for 6+Year Old Kids  DIY Educational Science Project | Removable Organs Bones STEM  29 Piece Anatomy Fig,1,amazon.in,Cash On Delivery Transactions and Non-Transactional Fees,Amazon,SRINAGAR,JAMMU & KASHMIR,190006,-665.71,-38.1,0,38.1,-33.29,0,0,3.33,0,70.12,0,30.68,0,-594.87,Released,25 Feb 2026 11:37:34 pm UTC
11 Feb 2026 7:48:54 am UTC,26565422632,Order,406-4991960-4896321,CSG1,TupTap Puzzle Rainbow Counting Soft Rubber Fruit Classification Fun Pairing Children's Montessori Early Education Toys  Sorting  Gift for Toddlers Pre,1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Amazon,chennai,TAMIL NADU,600086,760.95,0,0,0,38.05,0,0,-3.8,0,-89.57,-120.36,-30.68,0,554.59,Released,19 Feb 2026 11:42:35 pm UTC
11 Feb 2026 10:51:02 am UTC,26620542352,Order,404-5625969-8429133,CSG1,TupTap Puzzle Rainbow Counting Soft Rubber Fruit Classification Fun Pairing Children's Montessori Early Education Toys  Sorting  Gift for Toddlers Pre,1,amazon.in,Electronic Transactions (Credit Card/Net Banking/GC),Amazon,THIRUVANANTHAPURAM,KERALA,695005,760.95,0,0,0,38.05,0,0,-3.8,0,-89.57,-120.36,-30.68,0,554.59,Released,23 Feb 2026 11:46:40 pm UTC
12 Feb 2026 2:32:22 am UTC,26528260392,Transfer,,,To account ending with: 651,,,Cash On Delivery Transactions and Non-Transactional Fees,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-1014.54,-1014.54,Released,12 Feb 2026 2:32:22 am UTC
12 Feb 2026 2:38:50 am UTC,26538063562,Transfer,,,To account ending with: 651,,,Electronic Transactions (Credit Card/Net Banking/GC),,,,,0,0,0,0,0,0,0,0,0,0,0,0,-479.44,-479.44,Released,12 Feb 2026 2:38:50 am UTC
